PC1,PC2,PC3,PC4,PC5,PC6,quality
-19.639347589672997,1.4497111573967667,0.17104309437953977,-0.6126543491927949,0.8855794683903802,0.15487034478450973,7
27.15164398552043,13.51835980057765,-0.6650169341127211,-0.5160442032739126,-0.2733906917038434,0.14702763346089942,5
8.470765105305006,12.541195317104606,1.727717101214806,-0.6447386769070775,1.2888255009067107,0.012145999384657078,7
37.53172660061927,-4.195757127405496,-0.6713420428760201,-0.49336976279284195,-0.7815606216993143,-0.05146041298848424,5
29.409853796721745,9.889314371671952,0.8104244641072252,-1.2178344724318868,-0.10806900556964195,-0.15732952341768036,5
17.056043298054327,9.64930260952552,-1.3496696804879407,-0.44495866903087905,-0.029493128116335088,0.0849793482958661,5
-11.172023947345567,-6.603706860666081,-0.3106488916103103,-0.24279693690000853,-1.4170726218328928,-0.3763739846444756,6
-12.777782129761995,-0.06348478255135992,-1.0111829876341885,0.3191819495319167,-1.4459693175228012,0.057738985381251204,6
44.902050518153395,1.24077148700298,1.618653975742728,-2.1253657309631557,-1.1788014739357602,0.10089654168486381,5
63.97202751030751,-14.246386991030537,0.6294211518609366,-0.1633668633630596,-0.24984412845550097,-0.06067164618141209,5
45.24931610086317,7.37984286646851,0.0240805444257302,-0.9552108114855399,-0.4689889540081737,-0.10424472711594578,6
-35.56553756965002,-1.1043328589144978,-1.3900609988135786,-0.25135300062413574,-1.1883548283756191,-0.18269928947686112,5
-39.39751084684468,-4.383688197496935,0.9340855373462535,-0.5545080069311455,1.0706713488188253,0.056487510505589235,7
11.92451046540873,0.474093139414957,1.5726841535964788,-0.9423941996554865,-0.0028716783166739916,-0.19680509631152346,6
230.6742700138175,-29.496431294879724,1.2764029359389752,4.5255096020338135,3.0147153077550923,0.1373953750502989,7
-16.300167263325072,-6.54561335090612,3.2611841344536185,-0.5765929585938722,0.5478982030177507,-0.10563210686551858,6
2.1791099414695623,11.835036090978265,4.24800193225447,-0.8323141583527495,-0.00485860634038524,0.05898982017895945,6
13.105906447934982,-7.990054141675917,1.3778747785608905,-0.7847121498822551,-0.5080882633015189,0.04592471898548781,5
39.80732194851152,1.408173664908094,0.6180273127587363,-1.177479706489131,-0.21873524850669776,0.20006634306788432,5
40.33467905124861,-9.876509289093242,-2.692017064634653,0.23313557815789743,1.3356697144789034,-0.09955342124265004,6
-40.12650429674436,-3.177448009037558,-0.7680715124673262,-0.43394565674803065,-1.538630675781343,-0.40406327753855636,4
-15.612760131144258,5.688670418997831,-0.610727080153658,-0.6047239841190291,0.7180180166346014,0.3210165663826386,6
44.14519962366449,2.469365401363818,1.8684450471421103,-0.8065309933569507,0.07257190152368842,-0.0286141209875466,5
-30.25738722395531,-0.23462299949905469,2.0253570615275103,2.570282590089269,1.5147660526074647,0.04618500969396389,7
-36.97648402307295,-2.825842845151017,-1.818708487275035,-0.0967867860633819,-1.2181340870359798,-0.1216005656811306,5
31.32054524812963,0.20178712342330812,5.597771767294674,0.987585912002428,2.9083667405199827,-0.21990328652593577,5
-37.20240037216926,-3.7788601223838802,-1.8553438614805915,0.3912087563310353,0.11753765523240373,-0.28371681751775385,4
10.753479047732084,8.996355748534302,-0.5065915842397377,-0.616750688955091,0.609802970756459,-0.2372039324329853,5
-38.19817749635566,-3.5753575943528864,-0.3492343349565541,0.2733361550231634,1.8670606034414337,0.1999404681211509,7
11.92451046540873,0.474093139414957,1.5726841535964788,-0.9423941996554865,-0.0028716783166739916,-0.19680509631152346,6
-13.954649758554053,8.429904496333398,-1.4046509889563048,0.8261795532087959,-0.5862630701833685,-0.11021941894305202,5
-1.668129704821159,-9.865152651877274,5.592702721728512,-0.0463365743455185,0.8058462359986472,-0.07309058764484251,6
7.616729291561031,8.661258066070692,0.8803561410138407,0.36844066703857886,-0.029949705092541495,-0.01089554644608117,6
-8.982120552756177,12.432043603745301,-0.5539715755512512,0.39206963652835813,1.776809341056109,0.11186698139379875,7
14.515211693530103,-6.233214724421048,0.8667616630186408,-0.5977031866814781,0.42724375889209454,0.030354683744788627,6
-20.151339566484932,3.6576947939652147,-2.498890827070458,-0.536587441124935,-1.1469017728005817,0.010069433865077408,5
-23.536393973007858,-6.865398326771971,-1.8599964104078581,-0.1126487994364978,-0.9748498355782014,-0.22784045183389953,5
26.276349564416503,9.604993865658022,-0.9514816216470676,-0.9951807081732461,-0.7501622481103852,0.1679048101678193,6
3.1601233390292385,2.5033187870911418,-1.5551060058272863,-0.860141582531698,-0.8612229296385592,0.10525412519474853,5
-0.630149923587975,8.494806597034987,-1.0286588531294858,-0.1680048232038125,0.4625514403068393,0.34111041783806145,7
-37.19288472602537,-3.791318512188343,-2.214319215388217,0.028137794734462235,-1.2420496243703525,0.06206576310797555,5
53.8649211815569,-18.134727718622916,0.5716093244875841,-0.7091258480821374,0.5554700386531197,0.11750878901855538,6
-17.567772471626448,-3.1002066353059883,-1.1799410526373273,-0.5183600856525516,-0.9471053492762195,0.2731995200579592,6
31.87593035426747,-11.09168748998551,-1.8347451193970299,-0.18849714866320758,-0.02052522955086025,-0.18130167955440893,5
4.3552806152139,12.496443077656691,0.0679910947726129,0.0975746484123027,1.8580080780195245,0.19660013596124612,7
-1.8389316127738315,-1.4534067063340534,-2.410189072683372,0.055861612413261756,0.4634101671909708,-0.0690885295183858,5
41.579117904689376,9.239795231019365,0.31087878860834234,0.11938716911098061,-1.1428559823539897,-0.255244605818016,5
3.369977940487692,3.405251475304212,2.7286778237299014,-0.20626887822319223,-0.6878472791684199,0.08483976915370266,5
-22.00720992325239,-0.07984791652219922,-0.6292088361676402,-0.9306506341533841,-1.7195971106488848,0.4976247805387516,6
41.04493767178227,29.771529854226426,4.314783077781376,-1.0014774278635712,0.5257680334661309,-0.04777532828601776,7
44.761266162130596,-12.89715665485878,-3.4490040076006148,-0.09569640235803537,2.9585962789233142,-0.18607167562626084,7
106.76627873617129,12.012405654347534,1.5789535183729593,-0.2634986440723422,-0.6100263647644669,-0.02245459332554243,5
-33.52818789572864,-5.724398318052871,1.3627959609214124,-0.5373911457178693,-0.7795810417989656,0.31831546657940935,5
30.633990748479935,29.160321774037214,-0.5125280538730713,-0.49311633389781834,2.3710469943207815,0.004817272591245193,6
-40.38075987675153,-4.176116063016833,1.3243425356779386,-0.9077798755502902,1.4628148759760446,0.07383244951216805,6
-32.21094161536762,0.20932349254689728,-1.3264812158793957,-0.03749881264182624,0.3103434928521309,-0.11630405507912352,7
2.8877724125497757,-3.541010191248654,3.9775371139247313,7.337237538744949,-2.467869489976693,0.004913174644314471,6
18.57094565397032,7.2319839705860876,-1.3250148705233906,-1.265411927169442,-1.0525177307178935,-0.03144339754532399,5
-16.38485651811096,-2.302737784706504,-1.4440776928248886,0.1594744125572248,1.2202032527371636,-0.23208360043682802,6
-9.976935566667757,-5.822083799611588,-0.8476472335476197,0.10121431603297708,-0.8742625030798914,0.08686473692317728,6
-7.468563063856035,0.7841068689422898,-1.2217727753551137,-0.49383349923805303,-1.2795321222584828,-0.11054650952832287,6
25.581324297423148,-2.5353021970639684,0.3603039824935677,-0.2498271172356111,1.6904473586214561,0.10095913976017191,6
-6.522115606151019,0.5657561482561888,0.4200449368203497,-0.296838580123667,1.8472218768834432,-0.0014517442534912072,6
